time,filename,lng,lat,E,N,H,H_ellipsoid,yaw,pitch,roll,accuracy_index
072756.712,001420.jpg,120.62623037,24.06570327,211991.231,2662350.161,120.234,16.160,-42.42,0,0,0.2
072757.241,001421.jpg,120.62631151,24.06562022,211999.457,2662340.942,119.663,16.160,-41.54,0,0,0.2
072757.750,001422.jpg,120.62638932,24.06553866,212007.346,2662331.888,119.012,16.160,-41.06,0,0,0.2
072758.256,001423.jpg,120.62646822,24.06545632,212015.345,2662322.747,118.504,16.160,-41.25,0,0,0.2
072758.757,001424.jpg,120.62654766,24.06537324,212023.399,2662313.525,118.235,16.160,-41.64,0,0,0.2
072759.259,001425.jpg,120.62662847,24.06528962,212031.592,2662304.242,118.235,16.160,-41.72,0,0,0.2
072759.761,001426.jpg,120.62670931,24.06520638,212039.788,2662295.001,118.464,16.160,-41.96,0,0,0.2
072800.269,001427.jpg,120.62679110,24.06512372,212048.082,2662285.825,118.886,16.160,-42.52,0,0,0.2
072800.780,001428.jpg,120.62687269,24.06504189,212056.354,2662276.740,119.359,16.160,-42.51,0,0,0.2
072801.281,001429.jpg,120.62695028,24.06496293,212064.222,2662267.974,119.86,16.160,-42.36,0,0,0.2
072801.784,001430.jpg,120.62702783,24.06488576,212072.085,2662259.407,120.282,16.160,-42.53,0,0,0.2
072802.286,001431.jpg,120.62710498,24.06480873,212079.908,2662250.855,120.545,16.160,-42.58,0,0,0.2
072802.788,001432.jpg,120.62718189,24.06473175,212087.706,2662242.309,120.563,16.160,-42.17,0,0,0.2
072803.289,001433.jpg,120.62725837,24.06465333,212095.461,2662233.603,120.318,16.160,-41.88,0,0,0.2
072803.792,001434.jpg,120.62733679,24.06457468,212103.412,2662224.871,119.863,16.160,-42.07,0,0,0.2
072804.297,001435.jpg,120.62741640,24.06449421,212111.485,2662215.938,119.317,16.160,-42.11,0,0,0.2
072804.803,001436.jpg,120.62749835,24.06441099,212119.794,2662206.699,118.732,16.160,-42.13,0,0,0.2
072805.310,001437.jpg,120.62758216,24.06432643,212128.292,2662197.312,118.226,16.160,-42.32,0,0,0.2
072805.814,001438.jpg,120.62766628,24.06424071,212136.821,2662187.796,118.133,16.160,-42.01,0,0,0.2
072806.320,001439.jpg,120.62775052,24.06415375,212145.362,2662178.142,118.325,16.160,-41.76,0,0,0.2
072806.823,001440.jpg,120.62783396,24.06406803,212153.822,2662168.626,118.823,16.160,-42.15,0,0,0.2
072807.355,001441.jpg,120.62792215,24.06397944,212162.764,2662158.791,119.484,16.160,-42.58,0,0,0.2
072807.866,001442.jpg,120.62800664,24.06389619,212171.332,2662149.548,120.086,16.160,-43.32,0,0,0.2
072808.374,001443.jpg,120.62808997,24.06381557,212179.782,2662140.597,120.452,16.160,-43.82,0,0,0.2
072808.876,001444.jpg,120.62817258,24.06373700,212188.160,2662131.873,120.494,16.160,-43.86,0,0,0.2
072809.379,001445.jpg,120.62825496,24.06365851,212196.515,2662123.159,120.218,16.160,-43.64,0,0,0.2
072809.881,001446.jpg,120.62833667,24.06357984,212204.801,2662114.424,119.693,16.160,-43.29,0,0,0.2
072810.383,001447.jpg,120.62841813,24.06350032,212213.062,2662105.595,119.003,16.160,-42.78,0,0,0.2
072810.886,001448.jpg,120.62849947,24.06341897,212221.310,2662096.564,118.259,16.160,-42.09,0,0,0.2
072811.387,001449.jpg,120.62858036,24.06333493,212229.511,2662087.235,117.682,16.160,-41.46,0,0,0.2
072811.888,001450.jpg,120.62866128,24.06324981,212237.715,2662077.786,117.247,16.160,-40.81,0,0,0.2
072812.394,001451.jpg,120.62874279,24.06316212,212245.978,2662068.052,117.006,16.169,-40.42,0,0,0.2
072812.899,001452.jpg,120.62882391,24.06307384,212254.202,2662058.254,116.974,16.170,-40.17,0,0,0.2
072813.401,001453.jpg,120.62890421,24.06298589,212262.342,2662048.492,117.137,16.160,-40.5,0,0,0.2
072813.909,001454.jpg,120.62898583,24.06289859,212270.617,2662038.801,117.502,16.170,-40.89,0,0,0.2
072814.411,001455.jpg,120.62906616,24.06281316,212278.761,2662029.318,118.007,16.170,-41.02,0,0,0.2
072814.912,001456.jpg,120.62914570,24.06272924,212286.825,2662020.003,118.608,16.170,-41.2,0,0,0.2
072815.419,001457.jpg,120.62922551,24.06264586,212294.917,2662010.747,119.207,16.170,-41.28,0,0,0.2
072815.921,001458.jpg,120.62930337,24.06256415,212302.811,2662001.677,119.691,16.170,-41.25,0,0,0.2
072816.423,001459.jpg,120.62938073,24.06248316,212310.654,2661992.687,119.943,16.170,-41.12,0,0,0.2
072816.924,001460.jpg,120.62945753,24.06240283,212318.441,2661983.769,119.93,16.170,-41.11,0,0,0.2
072817.451,001461.jpg,120.62953829,24.06231839,212326.629,2661974.396,119.673,16.170,-41.12,0,0,0.2
072817.969,001462.jpg,120.62961910,24.06223503,212334.823,2661965.142,119.223,16.170,-41.29,0,0,0.2
072818.477,001463.jpg,120.62969888,24.06215277,212342.912,2661956.011,118.69,16.170,-41.76,0,0,0.2
072818.982,001464.jpg,120.62977971,24.06207059,212351.108,2661946.888,118.121,16.170,-41.98,0,0,0.2
072819.485,001465.jpg,120.62986098,24.06198691,212359.348,2661937.598,117.676,16.170,-41.98,0,0,0.2
072819.987,001466.jpg,120.62994262,24.06190326,212367.626,2661928.312,117.334,16.170,-41.77,0,0,0.2
072820.490,001467.jpg,120.63002420,24.06181827,212375.897,2661918.878,117.272,16.170,-41.23,0,0,0.2
072820.993,001468.jpg,120.63010488,24.06173244,212384.077,2661909.351,117.328,16.170,-40.61,0,0,0.2
072821.492,001469.jpg,120.63018379,24.06164741,212392.077,2661899.912,117.693,16.170,-40.74,0,0,0.2
072821.998,001470.jpg,120.63026332,24.06156214,212400.140,2661890.448,118.281,16.170,-40.86,0,0,0.2
072822.504,001471.jpg,120.63034236,24.06147917,212408.154,2661881.238,118.865,16.170,-41.59,0,0,0.2
072823.006,001472.jpg,120.63042146,24.06139808,212416.174,2661872.236,119.521,16.170,-41.99,0,0,0.2
072823.509,001473.jpg,120.63050072,24.06131801,212424.211,2661863.347,119.964,16.170,-42.28,0,0,0.2
072824.010,001474.jpg,120.63057951,24.06123940,212432.201,2661854.620,120.153,16.170,-42.58,0,0,0.2
072824.517,001475.jpg,120.63065920,24.06116033,212440.282,2661845.841,120.029,16.170,-42.54,0,0,0.2
072825.019,001476.jpg,120.63073801,24.06108190,212448.273,2661837.134,119.663,16.170,-42.47,0,0,0.2
072825.521,001477.jpg,120.63081719,24.06100276,212456.303,2661828.348,119.064,16.170,-42.39,0,0,0.2
072826.027,001478.jpg,120.63089802,24.06092198,212464.499,2661819.380,118.381,16.170,-42.43,0,0,0.2
072826.535,001479.jpg,120.63098033,24.06083940,212472.846,2661810.213,117.777,16.170,-42.41,0,0,0.2
072827.043,001480.jpg,120.63106326,24.06075475,212481.255,2661800.816,117.413,16.170,-42,0,0,0.2
072827.575,001481.jpg,120.63114969,24.06066515,212490.018,2661790.869,117.334,16.170,-41.54,0,0,0.2
072828.077,001482.jpg,120.63123067,24.06058039,212498.229,2661781.461,117.478,16.170,-41.33,0,0,0.2
072828.585,001483.jpg,120.63131214,24.06049483,212506.489,2661771.963,117.807,16.170,-41.35,0,0,0.2
072829.086,001484.jpg,120.63139225,24.06041129,212514.612,2661762.690,118.229,16.170,-41.61,0,0,0.2
072829.588,001485.jpg,120.63147215,24.06032969,212522.713,2661753.631,118.668,16.170,-41.87,0,0,0.2
072830.090,001486.jpg,120.63155164,24.06024848,212530.774,2661744.616,119.078,16.170,-42.03,0,0,0.2
072830.592,001487.jpg,120.63163061,24.06016807,212538.781,2661735.690,119.369,16.170,-42.11,0,0,0.2
072831.096,001488.jpg,120.63170959,24.06008802,212546.790,2661726.803,119.543,16.170,-42.04,0,0,0.2
072831.599,001489.jpg,120.63178804,24.06000838,212554.745,2661717.962,119.541,16.170,-42,0,0,0.2
072832.101,001490.jpg,120.63186603,24.05992884,212562.653,2661709.132,119.417,16.170,-41.96,0,0,0.2
072832.602,001491.jpg,120.63194422,24.05984914,212570.581,2661700.285,119.147,16.170,-41.83,0,0,0.2
072833.109,001492.jpg,120.63202311,24.05976824,212578.581,2661691.304,118.852,16.179,-41.72,0,0,0.2
072833.614,001493.jpg,120.63210137,24.05968729,212586.516,2661682.318,118.67,16.171,-41.55,0,0,0.2
072834.118,001494.jpg,120.63217940,24.05960596,212594.428,2661673.290,118.496,16.180,-41.27,0,0,0.2
072834.624,001495.jpg,120.63225804,24.05952427,212602.401,2661664.222,118.409,16.180,-41.6,0,0,0.2
072835.136,001496.jpg,120.63233841,24.05944157,212610.551,2661655.042,118.486,16.180,-41.78,0,0,0.2
072835.642,001497.jpg,120.63241758,24.05935988,212618.578,2661645.974,118.594,16.180,-41.77,0,0,0.2
072836.145,001498.jpg,120.63249599,24.05927928,212626.529,2661637.026,118.694,16.180,-41.84,0,0,0.2
072836.647,001499.jpg,120.63257429,24.05919906,212634.469,2661628.121,118.765,16.180,-41.85,0,0,0.2
072837.157,001500.jpg,120.63265391,24.05911733,212642.542,2661619.048,118.763,16.180,-41.7,0,0,0.2
072837.686,001501.jpg,120.63273676,24.05903195,212650.943,2661609.571,118.692,16.180,-41.69,0,0,0.2
072838.188,001502.jpg,120.63281617,24.05895035,212658.995,2661600.512,118.571,16.180,-41.79,0,0,0.2
072838.694,001503.jpg,120.63289715,24.05886738,212667.206,2661591.302,118.446,16.180,-41.84,0,0,0.2
072839.196,001504.jpg,120.63297819,24.05878339,212675.424,2661581.979,118.314,16.180,-41.88,0,0,0.2
072839.698,001505.jpg,120.63305971,24.05869974,212683.690,2661572.693,118.213,16.180,-41.79,0,0,0.2
072840.205,001506.jpg,120.63314226,24.05861504,212692.060,2661563.290,118.235,16.180,-41.66,0,0,0.2
072840.711,001507.jpg,120.63322430,24.05853001,212700.379,2661553.851,118.341,16.180,-41.52,0,0,0.2
072841.216,001508.jpg,120.63330591,24.05844531,212708.654,2661544.449,118.526,16.180,-41.49,0,0,0.2
072841.724,001509.jpg,120.63338753,24.05836036,212716.930,2661535.020,118.744,16.180,-41.35,0,0,0.2
072842.225,001510.jpg,120.63346718,24.05827704,212725.006,2661525.771,118.931,16.180,-41.33,0,0,0.2
072842.727,001511.jpg,120.63354679,24.05819473,212733.078,2661516.634,119.061,16.180,-41.62,0,0,0.2
072843.234,001512.jpg,120.63362740,24.05811213,212741.252,2661507.465,119.095,16.180,-41.96,0,0,0.2
072843.736,001513.jpg,120.63370769,24.05803074,212749.394,2661498.429,119.048,16.180,-42.15,0,0,0.2
072844.244,001514.jpg,120.63378946,24.05794839,212757.686,2661489.287,118.833,16.180,-42.22,0,0,0.2
072844.746,001515.jpg,120.63387070,24.05786649,212765.924,2661480.196,118.582,16.180,-42.26,0,0,0.2
072845.249,001516.jpg,120.63395256,24.05778344,212774.225,2661470.976,118.333,16.180,-42.16,0,0,0.2
072845.757,001517.jpg,120.63403534,24.05769910,212782.620,2661461.614,118.125,16.180,-42.01,0,0,0.2
072846.260,001518.jpg,120.63411714,24.05761519,212790.914,2661452.299,117.99,16.180,-41.77,0,0,0.2
072846.769,001519.jpg,120.63419972,24.05752968,212799.288,2661442.807,117.98,16.180,-41.52,0,0,0.2
072847.273,001520.jpg,120.63428120,24.05744451,212807.550,2661433.353,118.052,16.180,-41.28,0,0,0.2
072847.804,001521.jpg,120.63436684,24.05735508,212816.233,2661423.426,118.235,16.180,-41.35,0,0,0.2
072848.309,001522.jpg,120.63444782,24.05727065,212824.444,2661414.054,118.438,16.180,-41.55,0,0,0.2
072848.810,001523.jpg,120.63452844,24.05718786,212832.619,2661404.864,118.679,16.180,-41.95,0,0,0.2
072849.317,001524.jpg,120.63461033,24.05710467,212840.924,2661395.629,118.927,16.180,-42.15,0,0,0.2
072849.818,001525.jpg,120.63469120,24.05702304,212849.124,2661386.567,119.119,16.180,-42.26,0,0,0.2
072850.320,001526.jpg,120.63477201,24.05694175,212857.319,2661377.543,119.219,16.180,-42.36,0,0,0.2
072850.822,001527.jpg,120.63485290,24.05686052,212865.522,2661368.525,119.191,16.180,-42.34,0,0,0.2
072851.324,001528.jpg,120.63493403,24.05677899,212873.750,2661359.474,119.014,16.180,-42.27,0,0,0.2
072851.826,001529.jpg,120.63501549,24.05669647,212882.010,2661350.314,118.748,16.180,-42.08,0,0,0.2
072852.329,001530.jpg,120.63509681,24.05661309,212890.256,2661341.058,118.456,16.180,-41.69,0,0,0.2
072852.836,001531.jpg,120.63517825,24.05652843,212898.514,2661331.660,118.284,16.180,-41.42,0,0,0.2
072853.344,001532.jpg,120.63525963,24.05644339,212906.766,2661322.221,118.232,16.180,-41.32,0,0,0.2
072853.846,001533.jpg,120.63533979,24.05635926,212914.894,2661312.882,118.241,16.180,-41.18,0,0,0.2
072854.353,001534.jpg,120.63542042,24.05627443,212923.070,2661303.466,118.345,16.180,-41.27,0,0,0.2
072854.855,001535.jpg,120.63550022,24.05619193,212931.161,2661294.308,118.512,16.180,-41.72,0,0,0.2
072855.358,001536.jpg,120.63558046,24.05610954,212939.298,2661285.162,118.712,16.180,-41.68,0,0,0.2
072855.860,001537.jpg,120.63565951,24.05602498,212947.313,2661275.777,118.857,16.180,-40.2,0,0,0.2
072856.369,001538.jpg,120.63573731,24.05593545,212955.200,2661265.841,118.763,16.180,-38.34,0,0,0.2
072856.872,001539.jpg,120.63581128,24.05584347,212962.696,2661255.634,118.277,16.180,-35.46,0,0,0.2
072857.375,001540.jpg,120.63587694,24.05574555,212969.345,2661244.773,117.522,16.180,-29.52,0,0,0.2
072857.907,001541.jpg,120.63593282,24.05563203,212974.996,2661232.186,116.635,16.180,-21.42,0,0,0.2
072858.408,001542.jpg,120.63596906,24.05551761,212978.649,2661219.504,115.882,16.190,-13.51,0,0,0.2
072858.914,001543.jpg,120.63598679,24.05539730,212980.417,2661206.175,115.403,16.190,-4.75,0,0,0.2
072859.420,001544.jpg,120.63598640,24.05527516,212980.342,2661192.648,115.312,16.190,2.68,0,0,0.2
072859.922,001545.jpg,120.63597079,24.05515617,212978.721,2661179.474,115.877,16.190,8.71,0,0,0.2
072900.430,001546.jpg,120.63594609,24.05504082,212976.176,2661166.706,116.993,16.190,11.9,0,0,0.2
072900.933,001547.jpg,120.63591990,24.05493143,212973.481,2661154.598,118.409,16.190,12.37,0,0,0.2
072901.434,001548.jpg,120.63589612,24.05482574,212971.032,2661142.899,119.838,16.190,11.31,0,0,0.2
072901.941,001549.jpg,120.63587587,24.05472138,212968.943,2661131.347,121.119,16.190,9.51,0,0,0.2
072902.444,001550.jpg,120.63586050,24.05461810,212967.350,2661119.912,122.079,16.190,7.29,0,0,0.2
072902.946,001551.jpg,120.63584911,24.05451463,212966.162,2661108.456,122.671,16.190,5.39,0,0,0.2
072903.449,001552.jpg,120.63584098,24.05441013,212965.305,2661096.885,122.909,16.190,3.81,0,0,0.2
072903.951,001553.jpg,120.63583504,24.05430495,212964.671,2661085.238,122.843,16.190,2.6,0,0,0.2
072904.459,001554.jpg,120.63583109,24.05419713,212964.238,2661073.298,122.541,16.190,1.7,0,0,0.2
072904.972,001555.jpg,120.63582908,24.05408591,212964.002,2661060.981,122.032,16.190,1.21,0,0,0.2
072905.477,001556.jpg,120.63582705,24.05397485,212963.764,2661048.682,121.43,16.190,0.95,0,0,0.2
072905.979,001557.jpg,120.63582550,24.05386266,212963.574,2661036.257,120.938,16.190,0.66,0,0,0.2
072906.486,001558.jpg,120.63582431,24.05374762,212963.420,2661023.517,120.662,16.190,0.43,0,0,0.2
072906.987,001559.jpg,120.63582373,24.05363450,212963.328,2661010.989,120.698,16.190,0.1,0,0,0.2
072907.492,001560.jpg,120.63582385,24.05352170,212963.308,2660998.496,121.036,16.190,-0.29,0,0,0.2
072908.019,001561.jpg,120.63582519,24.05340395,212963.411,2660985.455,121.644,16.190,-0.76,0,0,0.2
072908.525,001562.jpg,120.63582747,24.05329253,212963.610,2660973.115,122.359,16.190,-1.21,0,0,0.2
072909.031,001563.jpg,120.63583081,24.05318305,212963.919,2660960.989,123.121,16.190,-1.87,0,0,0.2
072909.539,001564.jpg,120.63583572,24.05307439,212964.387,2660948.954,123.816,16.190,-2.64,0,0,0.2
072910.040,001565.jpg,120.63584187,24.05296840,212964.982,2660937.214,124.415,16.190,-3.26,0,0,0.2
072910.549,001566.jpg,120.63584972,24.05286146,212965.750,2660925.368,124.867,16.190,-3.86,0,0,0.2
072911.051,001567.jpg,120.63585805,24.05275601,212966.567,2660913.688,125.116,16.190,-4.28,0,0,0.2
072911.553,001568.jpg,120.63586715,24.05265004,212967.462,2660901.949,125.087,16.190,-4.53,0,0,0.2
072912.055,001569.jpg,120.63587667,24.05254319,212968.399,2660890.113,124.813,16.190,-4.65,0,0,0.2
072912.557,001570.jpg,120.63588628,24.05243455,212969.345,2660878.079,124.38,16.190,-4.59,0,0,0.2
072913.059,001571.jpg,120.63589597,24.05232530,212970.300,2660865.977,123.869,16.190,-4.6,0,0,0.2
072913.568,001572.jpg,120.63590608,24.05221324,212971.296,2660853.564,123.355,16.190,-4.77,0,0,0.2
072914.070,001573.jpg,120.63591651,24.05210056,212972.324,2660841.082,122.922,16.190,-4.93,0,0,0.2
072914.577,001574.jpg,120.63592723,24.05198600,212973.381,2660828.391,122.626,16.190,-4.93,0,0,0.2
072915.080,001575.jpg,120.63593773,24.05187141,212974.416,2660815.698,122.545,16.190,-4.83,0,0,0.2
072915.582,001576.jpg,120.63594808,24.05175690,212975.436,2660803.013,122.713,16.190,-4.82,0,0,0.2
072916.084,001577.jpg,120.63595876,24.05164293,212976.490,2660790.388,123.126,16.190,-5.11,0,0,0.2
072916.586,001578.jpg,120.63596969,24.05153077,212977.569,2660777.964,123.815,16.190,-5.3,0,0,0.2
072917.088,001579.jpg,120.63598134,24.05141934,212978.722,2660765.620,124.704,16.190,-5.77,0,0,0.2
072917.594,001580.jpg,120.63599470,24.05130901,212980.049,2660753.397,125.579,16.191,-6.09,0,0,0.2
072918.125,001581.jpg,120.63600775,24.05119627,212981.344,2660740.908,126.281,16.200,-6.18,0,0,0.2
072918.630,001582.jpg,120.63602003,24.05109012,212982.562,2660729.149,126.701,16.193,-6.12,0,0,0.2
072919.141,001583.jpg,120.63603284,24.05098339,212983.835,2660717.325,126.816,16.196,-6.25,0,0,0.2
072919.645,001584.jpg,120.63604601,24.05087797,212985.144,2660705.646,126.656,16.200,-6.21,0,0,0.2
072920.147,001585.jpg,120.63605802,24.05077213,212986.335,2660693.921,126.308,16.200,-5.96,0,0,0.2
072920.649,001586.jpg,120.63606969,24.05066441,212987.491,2660681.989,125.814,16.200,-5.55,0,0,0.2
072921.151,001587.jpg,120.63608104,24.05055522,212988.614,2660669.893,125.369,16.200,-5.25,0,0,0.2
072921.654,001588.jpg,120.63609132,24.05044259,212989.627,2660657.416,125.275,16.200,-4.51,0,0,0.2
072922.162,001589.jpg,120.63610058,24.05032787,212990.536,2660644.709,125.545,16.200,-4.33,0,0,0.2
072922.673,001590.jpg,120.63611042,24.05021341,212991.504,2660632.030,126.102,16.200,-4.76,0,0,0.2
072923.175,001591.jpg,120.63612059,24.05010091,212992.506,2660619.568,126.766,16.200,-4.76,0,0,0.2
072923.677,001592.jpg,120.63613066,24.04998926,212993.498,2660607.200,127.443,16.200,-4.87,0,0,0.2
072924.179,001593.jpg,120.63614096,24.04987884,212994.514,2660594.968,128.111,16.200,-4.94,0,0,0.2
072924.685,001594.jpg,120.63615130,24.04976952,212995.534,2660582.859,128.58,16.200,-4.97,0,0,0.2
072925.186,001595.jpg,120.63616211,24.04966292,212996.603,2660571.050,128.78,16.200,-5.61,0,0,0.2
072925.694,001596.jpg,120.63617552,24.04955540,212997.936,2660559.138,128.768,16.200,-6.41,0,0,0.2
072926.196,001597.jpg,120.63618960,24.04944896,212999.338,2660547.347,128.552,16.200,-7.08,0,0,0.2
072926.697,001598.jpg,120.63620487,24.04934048,213000.860,2660535.329,128.168,16.200,-7.44,0,0,0.2
072927.199,001599.jpg,120.63622073,24.04923073,213002.441,2660523.170,127.704,16.200,-7.44,0,0,0.2
072927.702,001600.jpg,120.63623650,24.04911794,213004.013,2660510.674,127.238,16.200,-7.02,0,0,0.2
072928.230,001601.jpg,120.63625184,24.04899746,213005.539,2660497.327,126.855,16.200,-6.42,0,0,0.2
072928.737,001602.jpg,120.63626475,24.04888040,213006.818,2660484.359,126.734,16.200,-5.67,0,0,0.2
072929.244,001603.jpg,120.63627620,24.04876283,213007.949,2660471.335,126.94,16.200,-4.9,0,0,0.2
072929.746,001604.jpg,120.63628619,24.04864701,213008.932,2660458.506,127.417,16.200,-4.44,0,0,0.2
072930.248,001605.jpg,120.63629556,24.04853230,213009.852,2660445.799,128.201,16.200,-4.44,0,0,0.2
072930.755,001606.jpg,120.63630524,24.04841859,213010.804,2660433.203,129.181,16.200,-4.53,0,0,0.2
072931.258,001607.jpg,120.63631468,24.04830713,213011.732,2660420.857,130.204,16.200,-4.57,0,0,0.2
072931.761,001608.jpg,120.63632454,24.04819775,213012.703,2660408.740,131.141,16.200,-4.87,0,0,0.2
072932.263,001609.jpg,120.63633491,24.04809068,213013.727,2660396.880,131.923,16.200,-5.15,0,0,0.2
072932.767,001610.jpg,120.63634566,24.04798340,213014.790,2660384.996,132.405,16.200,-5.33,0,0,0.2
072933.270,001611.jpg,120.63635706,24.04787669,213015.919,2660373.175,132.678,16.200,-5.69,0,0,0.2
072933.777,001612.jpg,120.63637023,24.04776909,213017.228,2660361.255,132.728,16.200,-6.06,0,0,0.2
072934.279,001613.jpg,120.63638217,24.04766211,213018.411,2660349.403,132.492,16.200,-6.06,0,0,0.2
072934.782,001614.jpg,120.63639453,24.04755338,213019.637,2660337.358,131.862,16.200,-5.74,0,0,0.2
072935.284,001615.jpg,120.63640626,24.04744410,213020.799,2660325.253,131.053,16.200,-5.44,0,0,0.2
072935.785,001616.jpg,120.63641774,24.04733163,213021.934,2660312.794,130.252,16.200,-5.23,0,0,0.2
072936.288,001617.jpg,120.63642912,24.04721653,213023.059,2660300.043,129.606,16.200,-5.04,0,0,0.2
072936.794,001618.jpg,120.63644013,24.04709684,213024.144,2660286.785,129.339,16.200,-4.82,0,0,0.2
072937.299,001619.jpg,120.63645071,24.04697674,213025.186,2660273.481,129.452,16.200,-4.75,0,0,0.2
072937.805,001620.jpg,120.63646160,24.04685627,213026.259,2660260.136,129.927,16.200,-4.76,0,0,0.2
072938.325,001621.jpg,120.63647221,24.04673287,213027.303,2660246.467,130.694,16.200,-4.5,0,0,0.2
072938.827,001622.jpg,120.63648179,24.04661547,213028.243,2660233.463,131.581,16.200,-4.26,0,0,0.2
072939.332,001623.jpg,120.63649118,24.04649937,213029.165,2660220.602,132.465,16.200,-4.27,0,0,0.2
072939.834,001624.jpg,120.63650048,24.04638710,213030.079,2660208.166,133.363,16.200,-4.38,0,0,0.2
072940.343,001625.jpg,120.63651011,24.04627568,213031.026,2660195.824,134.119,16.200,-4.6,0,0,0.2
072940.853,001626.jpg,120.63652043,24.04616687,213032.045,2660183.770,134.695,16.200,-5.09,0,0,0.2
072941.355,001627.jpg,120.63653121,24.04606063,213033.111,2660172.001,135,16.200,-5.36,0,0,0.2
072941.856,001628.jpg,120.63654228,24.04595531,213034.207,2660160.334,135.013,16.210,-5.38,0,0,0.2
072942.365,001629.jpg,120.63655317,24.04584814,213035.284,2660148.463,134.772,16.210,-5.16,0,0,0.2
072942.871,001630.jpg,120.63656369,24.04574070,213036.323,2660136.561,134.395,16.210,-4.94,0,0,0.2
072943.374,001631.jpg,120.63657377,24.04563186,213037.317,2660124.504,133.937,16.210,-4.86,0,0,0.2
072943.877,001632.jpg,120.63658387,24.04552228,213038.313,2660112.366,133.469,16.210,-4.77,0,0,0.2
072944.380,001633.jpg,120.63659404,24.04541100,213039.315,2660100.039,133.14,16.210,-4.78,0,0,0.2
072944.882,001634.jpg,120.63660408,24.04529772,213040.304,2660087.491,133.051,16.210,-4.64,0,0,0.2
072945.387,001635.jpg,120.63661393,24.04518357,213041.273,2660074.846,133.207,16.210,-4.57,0,0,0.2
072945.889,001636.jpg,120.63662376,24.04506984,213042.240,2660062.248,133.582,16.210,-4.6,0,0,0.2
072946.390,001637.jpg,120.63663343,24.04495749,213043.192,2660049.803,134.188,16.210,-4.49,0,0,0.2
072946.896,001638.jpg,120.63664299,24.04484438,213044.132,2660037.273,134.911,16.210,-4.46,0,0,0.2
072947.398,001639.jpg,120.63665266,24.04473391,213045.084,2660025.036,135.656,16.210,-4.78,0,0,0.2
072947.906,001640.jpg,120.63666351,24.04462410,213046.156,2660012.872,136.324,16.210,-5.3,0,0,0.2
072948.438,001641.jpg,120.63667527,24.04450992,213047.319,2660000.224,136.852,16.210,-5.5,0,0,0.2
072948.940,001642.jpg,120.63668671,24.04440256,213048.452,2659988.331,137.103,16.210,-5.48,0,0,0.2
072949.442,001643.jpg,120.63669797,24.04429554,213049.566,2659976.475,137.105,16.210,-5.35,0,0,0.2
072949.950,001644.jpg,120.63670840,24.04418714,213050.596,2659964.467,136.872,16.210,-4.49,0,0,0.2
072950.449,001645.jpg,120.63671473,24.04407946,213051.209,2659952.540,136.207,16.210,-2.64,0,0,0.2
072950.951,001646.jpg,120.63671773,24.04396932,213051.483,2659940.341,134.931,16.210,-1.52,0,0,0.2
072951.459,001647.jpg,120.63671619,24.04385400,213051.293,2659927.570,132.978,16.210,2.27,0,0,0.2
072951.962,001648.jpg,120.63670294,24.04373672,213049.912,2659914.585,130.735,16.210,7.96,0,0,0.2
072952.471,001649.jpg,120.63667371,24.04361618,213046.905,2659901.243,128.411,16.210,15.09,0,0,0.2
072952.980,001650.jpg,120.63662518,24.04349432,213041.934,2659887.760,126.311,16.210,22.7,0,0,0.2
072953.482,001651.jpg,120.63655609,24.04337667,213034.873,2659874.748,124.915,16.210,31.33,0,0,0.2
072953.985,001652.jpg,120.63646541,24.04326590,213025.618,2659862.504,124.596,16.210,40.26,0,0,0.2
072954.488,001653.jpg,120.63635402,24.04316812,213014.261,2659851.705,125.505,16.210,48.62,0,0,0.2
072954.990,001654.jpg,120.63622851,24.04309013,213001.473,2659843.100,127.429,16.210,59.77,0,0,0.2
072955.492,001655.jpg,120.63609426,24.04303606,212987.803,2659837.147,130.133,16.210,69.73,0,0,0.2
072955.994,001656.jpg,120.63595740,24.04300545,212973.875,2659833.793,133.288,16.210,79.2,0,0,0.2
072956.498,001657.jpg,120.63582236,24.04299733,212960.138,2659832.930,136.486,16.210,88.67,0,0,0.2
072957.004,001658.jpg,120.63569268,24.04300774,212946.951,2659834.117,139.292,16.210,97.06,0,0,0.2
072957.506,001659.jpg,120.63557196,24.04303225,212934.680,2659836.863,141.37,16.210,103.97,0,0,0.2
072958.008,001660.jpg,120.63545782,24.04306665,212923.080,2659840.703,142.484,16.210,108.73,0,0,0.2
072958.535,001661.jpg,120.63534388,24.04310978,212911.504,2659845.510,142.438,16.210,112.32,0,0,0.2
072959.040,001662.jpg,120.63523911,24.04315660,212900.861,2659850.722,141.186,16.210,113.91,0,0,0.2
072959.555,001663.jpg,120.63513537,24.04321036,212890.326,2659856.704,138.832,16.210,115.44,0,0,0.2
073000.067,001664.jpg,120.63503540,24.04327017,212880.175,2659863.354,135.644,16.210,118.53,0,0,0.2
073000.575,001665.jpg,120.63493770,24.04333745,212870.257,2659870.831,131.851,16.210,120.21,0,0,0.2
073001.076,001666.jpg,120.63484323,24.04341258,212860.670,2659879.177,127.684,16.210,125,0,0,0.2
073001.579,001667.jpg,120.63475120,24.04349897,212851.335,2659888.769,123.339,16.210,132.03,0,0,0.2
073002.081,001668.jpg,120.63466190,24.04360109,212842.282,2659900.102,119.357,16.210,141.96,0,0,0.2
073002.583,001669.jpg,120.63457911,24.04371916,212833.895,2659913.200,116.321,16.210,149.91,0,0,0.2
